APC,HCPCS Code,Description,Payment Rate
5183,0524T; 0798T; 0799T; 0800T; 0824T; 30915; 30920; 33215; 33226; 33275; 34421; 34490; 34530; 35184; 35206; 35207; 35231; 35261; 35860; 35903; 36221; 36222; 36225; 36251; 36252; 36254; 36473; 36475; 36478; 36555; 36556; 36558; 36560; 36561; 36565; 36570; 36571; 36578; 36581; 36582; 36585; 36595; 36640; 36810; 36821; 36835; 37188; 37192; 37193; 37197; 37212; 37213; 37214; 37565; 37600; 37605; 37606; 37607; 37615; 37650; 37700; 37718; 37722; 37735; 37760; 37761; 37765; 37766; 37780; 37785; 49422; 49429; 75600; 75625; 75630; 75710; 75716; 75731; 75733; 75741; 75743; 75746; 75756; 75805; 75807; 75810; 75825; 75831; 75833; 75840; 75860; 75870; 75885; 75887; 75889; 75891; 75898; 93505,Ev cath dir chem abltj w/img; Tcat rmv 2chmbr ldls pm cmpl; Tcat rmvl 2chmbr ldls pm ra; Tcat rmvl 2chmbr ldls pm rv; Tcat rmv 1chmbr ldls pm ra; Ligation nasal sinus artery; Ligation upper jaw artery; Reposition pacing-defib lead; Reposition l ventric lead; Tcat rmvl perm ldls pm w/img; Removal of vein clot; Removal of vein clot; Leg vein fusion; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Explore limb vessels; Excision graft extremity; Place cath thoracic aorta; Place cath carotid/inom art; Place cath subclavian art; Ins cath ren art 1st unilat; Ins cath ren art 1st bilat; Ins cath ren art 2nd+ bilat; Endovenous mchnchem 1st vein; Endovenous rf 1st vein; Endovenous laser 1st vein; Insert non-tunnel cv cath; Insert non-tunnel cv cath; Insert tunneled cv cath; Insert tunneled cv cath; Insert tunneled cv cath; Insert tunneled cv cath; Insert picvad cath; Insert picvad cath; Replace tunneled cv cath; Replace tunneled cv cath; Replace tunneled cv cath; Replace picvad cath; Mech remov tunneled cv cath; Insertion catheter artery; Insertion of cannula; Av fusion direct any site; Artery to vein shunt; Ven mechnl thrmbc repeat tx; Redo endovas vena cava filtr; Rem endovas vena cava filter; Remove intrvas foreign body; Thrombolytic venous therapy; Thromblytic art/ven therapy; Cessj therapy cath removal; Ligation of neck vein; Ligation of neck artery; Ligation of neck artery; Ligation of neck artery; Ligation of a-v fistula; Ligation of neck artery; Revision of major vein; Revise leg vein; Ligate/strip short leg vein; Ligate/strip long leg vein; Removal of leg veins/lesion; Ligate leg veins radical; Ligate leg veins open; Stab phleb veins xtr 10-20; Phleb veins - extrem 20+; Revision of leg vein; Ligate/divide/excise vein; Remove tunneled ip cath; Removal of shunt; Contrast exam thoracic aorta; Contrast exam abdominl aorta; X-ray aorta leg arteries; Artery x-rays arm/leg; Artery x-rays arms/legs; Artery x-rays adrenal gland; Artery x-rays adrenals; Artery x-rays lung; Artery x-rays lungs; Artery x-rays lung; Artery x-rays chest; Lymph vessel x-ray trunk; Lymph vessel x-ray trunk; Vein x-ray spleen/liver; Vein x-ray trunk; Vein x-ray kidney; Vein x-ray kidneys; Vein x-ray adrenal gland; Vein x-ray neck; Vein x-ray skull; Vein x-ray liver w/hemodynam; Vein x-ray liver w/o hemodyn; Vein x-ray liver w/hemodynam; Vein x-ray liver; Follow-up angiography; Biopsy of heart lining,"$3,037.01 "
5184,0744T; 34101; 34111; 34201; 34203; 34501; 34510; 34520; 35011; 35045; 35188; 35190; 35201; 35236; 35256; 35266; 35286; 35321; 35875; 35876; 35879; 35881; 35883; 35884; 36223; 36224; 36226; 36253; 36260; 36482; 36557; 36563; 36566; 36583; 36800; 36815; 36818; 36819; 36820; 36825; 36830; 36831; 36832; 36833; 36838; 36861; 37191; 37200; 37211; 37500; 37619; 49419; 75605; 75705; 75726; 75736; 75842; 75893,Insj bioprostc vlv fem vn; Removal of artery clot; Removal of arm artery clot; Removal of artery clot; Removal of leg artery clot; Repair valve femoral vein; Transposition of vein valve; Cross-over vein graft; Repair defect of artery; Repair defect of arm artery; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Repair blood vessel lesion; Rechanneling of artery; Removal of clot in graft; Removal of clot in graft; Revise graft w/vein; Revise graft w/vein; Revj fem anast nonautog grf; Revj fem anast autog vn grf; Place cath carotid/inom art; Place cath carotd art; Place cath vertebral art; Ins cath ren art 2nd+ unilat; Insertion of infusion pump; Endoven ther chem adhes 1st; Insert tunneled cv cath; Insert tunneled cv cath; Insert tunneled cv cath; Replace tunneled cv cath; Insertion of cannula; Insertion of cannula; Av fuse uppr arm cephalic; Av fuse uppr arm basilic; Av fusion/forearm vein; Artery-vein autograft; Artery-vein nonautograft; Open thrombect av fistula; Av fistula revision open; Av fistula revision; Dist revas ligation hemo; Cannula declotting; Ins endovas vena cava filtr; Transcatheter biopsy; Thrombolytic art therapy; Endoscopy ligate perf veins; Ligation of inf vena cava; Insert tun ip cath w/port; Contrast exam thoracic aorta; Artery x-rays spine; Artery x-rays abdomen; Artery x-rays pelvis; Vein x-ray adrenal glands; Venous sampling by catheter,"$5,235.92 "
5191,93451; 93452; 93453; 93454; 93455; 93456; 93457; 93458; 93459; 93460; 93461; 93593; 93594; 93595; 93596; 93597,Right heart cath; Left hrt cath w/ventrclgrphy; R&l hrt cath w/ventriclgrphy; Coronary artery angio s&i; Coronary art/grft angio s&i; R hrt coronary artery angio; R hrt art/grft angio; L hrt artery/ventricle angio; L hrt art/grft angio; R&l hrt art/ventricle angio; R&l hrt art/ventricle angio; R hrt cath chd nml nt cnj; R hrt cath chd abnl nt cnj; L hrt cath chd nm/abn nt cnj; R&l hrt cath chd nml nt cnj; R&l hrt cath chd abnl nt cnj,"$3,104.73 "
5192,0338T; 0339T; 0644T; 36902; 36904; 37183; 37220; 37224; 37246; 37248; 92920; 92986,Trnscth renal symp denrv unl; Trnscth renal symp denrv bil; Tcat rmvl/dblk icar mas perq; Intro cath dialysis circuit; Thrmbc/nfs dialysis circuit; Revision tips; Iliac revasc; Fem/popl revas w/tla; Trluml balo angiop 1st art; Trluml balo angiop 1st vein; Prq cardiac angioplast 1 art; Revision of aortic valve,"$5,445.84 "
5193,0234T; 0236T; 0237T; 0505T; 33900; 33901; 33903; 36903; 36905; 37187; 37221; 37226; 37228; 37236; 37238; 37241; 37243; 37244; 61623; 61626; 92924; 92928; 92937; 92943; 92987; 92990; 92997; C9600; C9604; C9764; C9772; C9783,Trluml perip athrc renal art; Trluml perip athrc abd aorta; Trluml perip athrc brchiocph; Ev fempop artl revsc; Perq p-art revsc 1 nm nt uni; Perq p-art revsc 1 nm nt bi; Perq p-art revsc 1 abnor bi; Intro cath dialysis circuit; Thrmbc/nfs dialysis circuit; Venous mech thrombectomy; Iliac revasc w/stent; Fem/popl revasc w/stent; Tib/per revasc w/tla; Open/perq place stent 1st; Open/perq place stent same; Vasc embolize/occlude venous; Vasc embolize/occlude organ; Vasc embolize/occlude bleed; Endovasc tempory vessel occl; Transcath occlusion non-cns; Prq card angio/athrect 1 art; Prq card stent w/angio 1 vsl; Prq revasc byp graft 1 vsl; Prq card revasc chronic 1vsl; Revision of mitral valve; Revision of pulmonary valve; Pul art balloon repr percut; Perc drug-el cor stent sing; Perc d-e cor revasc t cabg s; Revasc intravasc lithotripsy; Revasc lithotrip tibi/perone; Blind cor sinus reducer impl,"$10,481.81 "
5194,0238T; 0632T; 0645T; 0793T; 33902; 36836; 36837; 36906; 37184; 37225; 37227; 37229; 37230; 37231; 37242; 92933; 93580; 93581; 93582; 93590; 93591; C9602; C9607; C9765; C9766; C9767; C9773; C9774; C9775,Trluml perip athrc iliac art; Perq tcat us abltj nrv p-art; Tcat impltj c sins rdctj dev; Prq tcat thrm ablt nrv p-art; Perq p-art revsc 1 abnor uni; Prq av fstl crtj uxtr 1 acs; Prq av fstl crt uxtr sep acs; Thrmbc/nfs dialysis circuit; Prim art m-thrmbc 1st vsl; Fem/popl revas w/ather; Fem/popl revasc stnt & ather; Tib/per revasc w/ather; Tib/per revasc w/stent; Tib/per revasc stent & ather; Vasc embolize/occlude artery; Prq card stent/ath/angio; Transcath closure of asd; Transcath closure of vsd; Perq transcath closure pda; Perq transcath cls mitral; Perq transcath cls aortic; Perc d-e cor stent ather s; Perc d-e cor revasc chro sin; Revasc intra lithotrip-stent; Revasc intra lithotrip-ather; Revasc lithotrip-stent-ather; Revasc lithotr-stent tib/per; Revasc lithotr-ather tib/per; Revasc lith-sten-ath tib/per,"$16,707.31 "
5200,33289,Tcat impl wrls p-art prs snr,"$27,692.47 "
5211,0577T; 93603; 93615; 93616; 93618; 93642,Ephys eval icds ss; Right ventricular recording; Esophageal recording; Esophageal recording; Heart rhythm pacing; Electrophysiology evaluation,"$1,133.95 "
5212,93600; 93602; 93610; 93612; 93619; 93620; 93624; 93650,Bundle of his recording; Intra-atrial recording; Intra-atrial pacing; Intraventricular pacing; Electrophysiology evaluation; Electrophysiology evaluation; Electrophysiologic study; Ablate heart dysrhythm focus,"$7,115.62 "
5213,93653; 93654; 93656,Compre ep eval tx svt; Compre ep eval tx vt; Compre ep eval abltj atr fib,"$22,629.19 "
5221,0412T; 0413T; 0518T; 0530T; 0531T; 0532T; 0573T; 0574T; 0580T; 0861T; 33218; 33220; 33234; 33235; 33241; 33244; 33272; 33273; 36261; 36262,Rmvl cardiac modulj pls gen; Rmvl car modulj tranvns elt; Rmvl pg wcs lv battery only; Removal complete iims; Removal iims electrode only; Removal iims implt mntr only; Removal ss dfb electrode; Repos prev ss impl dfb eltrd; Rmvl ss impl dfb pg only; Rmvl pg wcs lv both compnt; Repair lead pace-defib one; Repair lead pace-defib dual; Removal of pacemaker system; Removal pacemaker electrode; Remove pulse generator; Remove elctrd transvenously; Rmvl of subq defibrillator; Repos prev impltbl subq dfb; Revision of infusion pump; Removal of infusion pump,"$3,741.62 "
5222,0410T; 0411T; 0526T; 0527T; 0572T; 33210; 33211; 33212; 33216; 33217; 33227; 33233; 33271; 33285,Insj/rplc car modulj atr elt; Insj/rplc car modulj vnt elt; Insj/rplcmt iims eltrd only; Insj/rplcmt iims implt mntr; Insertion ss dfb electrode; Insert electrd/pm cath sngl; Insert card electrodes dual; Insert pulse gen sngl lead; Insert 1 electrode pm-defib; Insert 2 electrode pm-defib; Remove&replace pm gen singl; Removal of pm generator; Insj subq impltbl dfb elctrd; Insj subq car rhythm mntr,"$8,094.61 "
5223,0516T; 0517T; 0519T; 0520T; 0525T; 33206; 33207; 33208; 33213; 33214; 33224; 33228,Insj wcs lv eltrd only; Insj wcs lv both compnt pg; Rmv&rplcmt pg wcs lv both; Rmv&rplcmt pg wcs lv battery; Insj/rplcmt compl iims; Insert heart pm atrial; Insert heart pm ventricular; Insrt heart pm atrial & vent; Insert pulse gen dual leads; Upgrade of pacemaker system; Insert pacing lead & connect; Remv&replc pm gen dual lead,"$10,174.16 "
5224,0795T; 0796T; 0797T; 0801T; 0802T; 0803T; 0823T; 0825T; 33221; 33229; 33274,Tcat ins 2chmbr ldls pm cmpl; Tcat ins 2chmbr ldls pm ra; Tcat ins 2chmbr ldls pm rv; Tcat rmv&rpl 2chmbr ldls pm; Tcat rmv&rpl2chmb ldls pm ra; Tcat rmv&rpl2chmb ldls pm rv; Tcat ins 1chmbr ldls pm ra; Tcat rmv&rpl1chmb ldls pm ra; Insert pulse gen mult leads; Remv&replc pm gen mult leads; Tcat insj/rpl perm ldls pm,"$18,565.35 "
5231,0409T; 0414T; 0515T; 0614T; 33230; 33240; 33262; 33263,Insj/rplc car modulj pls gn; Rmvl & rpl car modulj pls gn; Insj wcs lv compl sys; Rmvl&rplcmt ss impl dfb pg; Insrt pulse gen w/dual leads; Insrt pulse gen w/singl lead; Rmvl& replc pulse gen 1 lead; Rmvl & rplcmt dfb gen 2 lead,"$22,458.65 "
5232,0408T; 0571T; 33231; 33249; 33264; 33270,Insj/rplc cardiac modulj sys; Insj/rplcmt icds ss eltrd; Insrt pulse gen w/mult leads; Insj/rplcmt defib w/lead(s); Rmvl & rplcmt dfb gen mlt ld; Ins/rep subq defibrillator,"$31,345.98 "
5241,0692T; 36430; 36440; 36450; 36455; 36456; 36460; 36513; 38207; 38208; 38209; 38210; 38211; 38212; 38213; 38214; 38215; 38999,Therapeutic ultrafiltration; Transfusion bld/bld compnt; Bld push tfuj 2 yr/<; Bld exchange truj newborn; Bld exchange truj oth thn nb; Prtl exchange transfuse nb; Intrauterine transfusion ftl; Apheresis platelets; Cryopreserve stem cells; Thaw preserved stem cells; Wash harvest stem cells; T-cell depletion of harvest; Tumor cell deplete of harvst; Rbc depletion of harvest; Platelet deplete of harvest; Volume deplete of harvest; Harvest stem cell concentrte; Unlistd px hemic/lymphtc sys,$413.61 
5242,36511; 36512; 36514; 38206; 38230; 38241; 38242; 38243,Apheresis wbc; Apheresis rbc; Apheresis plasma; Harvest auto stem cells; Bone marrow harvest allogen; Transplt autol hct/donor; Transplt allo lymphocytes; Transplj hematopoietic boost,"$1,461.89 "
5243,0263T; 0264T; 0265T; 0342T; 36516; 36522; 38232,Im b1 mrw cel ther cmpl; Im b1 mrw cel ther xcl hrvst; Im b1 mrw cel ther hrvst onl; Thxp apheresis w/hdl delip; Apheresis immunoads slctv; Photopheresis; Bone marrow harvest autolog,"$4,409.34 "
5244,38240,Transplt allo hct/donor,"$52,066.17 "
5301,0651T; 0813T; 40804; 43197; 43198; 43200; 43235; 43236; 43239; 43247; 43248; 43291; 43450; 43499; 43510; 43756; 43757; 43831; 43999; 44100; 44380; 44382; 44500; 44799; 47537; 47999; 49082; 49083; 49084; 49450; 49451; 49452; 49460; 49999; 91110; 91111; 91112,Mag ctrld capsule endoscopy; Egd vol adjmt bariatric balo; Removal foreign body mouth; Esophagoscopy flex dx brush; Esophagosc flex trnsn biopsy; Esophagoscopy flexible brush; Egd diagnostic brush wash; Uppr gi scope w/submuc inj; Egd biopsy single/multiple; Egd remove foreign body; Egd guide wire insertion; Egd flx trnsorl rmvl balo; Dilate esophagus 1/mult pass; Unlisted procedure esophagus; Surgical opening of stomach; Dx duod intub w/asp spec; Dx duod intub w/asp specs; Place gastrostomy tube; Unlisted procedure stomach; Biopsy of bowel; Small bowel endoscopy br/wa; Small bowel endoscopy; Intro gastrointestinal tube; Unlisted px small intestine; Removal biliary drg cath; Unlisted px biliary tract; Abd paracentesis; Abd paracentesis w/imaging; Peritoneal lavage; Replace g/c tube perc; Replace duod/jej tube perc; Replace g-j tube perc; Fix g/colon tube w/device; Unlisted px abd pertm&omn; Gi trc img intral esoph-ile; Gi trc img intral esophagus; Gi wireless capsule measure,$863.69 
5302,0647T; 0652T; 0653T; 32556; 43191; 43192; 43193; 43194; 43196; 43201; 43202; 43204; 43205; 43206; 43211; 43213; 43214; 43215; 43216; 43217; 43220; 43226; 43227; 43231; 43232; 43233; 43237; 43238; 43241; 43242; 43243; 43244; 43245; 43246; 43249; 43250; 43251; 43252; 43253; 43254; 43255; 43259; 43263; 43270; 43275; 43290; 43453; 43830; 44360; 44361; 44363; 44364; 44365; 44366; 44369; 44372; 44373; 44376; 44377; 44378; 44381; 44384; 49423; 49436; 49440; 49441; 49446,Insj gtube perq mag gastrpxy; Egd flx transnasal dx br/wa; Egd flx transnasal bx 1/mlt; Insert cath pleura w/o image; Esophagoscopy rigid trnso dx; Esophagoscp rig trnso inject; Esophagoscp rig trnso biopsy; Esophagoscp rig trnso rem fb; Esophagoscp guide wire dilat; Esoph scope w/submucous inj; Esophagoscopy flex biopsy; Esoph scope w/sclerosis inj; Esophagus endoscopy/ligation; Esoph optical endomicroscopy; Esophagoscop mucosal resect; Esophagoscopy retro balloon; Esophagosc dilate balloon 30; Esophagoscopy flex remove fb; Esophagoscopy lesion removal; Esophagoscopy snare les remv; Esophagoscopy balloon <30mm; Esoph endoscopy dilation; Esophagoscopy control bleed; Esophagoscop ultrasound exam; Esophagoscopy w/us needle bx; Egd balloon dil esoph30 mm/>; Endoscopic us exam esoph; Egd us fine needle bx/aspir; Egd tube/cath insertion; Egd us fine needle bx/aspir; Egd injection varices; Egd varices ligation; Egd dilate stricture; Egd place gastrostomy tube; Esoph egd dilation <30 mm; Egd cautery tumor polyp; Egd remove lesion snare; Egd optical endomicroscopy; Egd us transmural injxn/mark; Egd endo mucosal resection; Egd control bleeding any; Egd us exam duodenum/jejunum; Ercp sphincter pressure meas; Egd lesion ablation; Ercp remove forgn body duct; Egd flx trnsorl dplmnt balo; Dilate esophagus; Place gastrostomy tube; Small bowel endoscopy; Small bowel endoscopy/biopsy; Small bowel endoscopy; Small bowel endoscopy; Small bowel endoscopy; Small bowel endoscopy; Small bowel endoscopy; Small bowel endoscopy; Small bowel endoscopy; Small bowel endoscopy; Small bowel endoscopy/biopsy; Small bowel endoscopy; Small bowel endoscopy br/wa; Small bowel endoscopy; Exchange drainage catheter; Embedded ip cath exit-site; Place gastrostomy tube perc; Place duod/jej tube perc; Change g-tube to g-j perc,"$1,812.99 "
5303,0654T; 43195; 43229; 43257; 43260; 43261; 43262; 43264; 43277; 43278; 43772; 43774; 43870; C9777; C9779,Egd flx transnasal tube/cath; Esophagoscopy rigid balloon; Esophagoscopy lesion ablate; Egd w/thrml txmnt gerd; Ercp w/specimen collection; Endo cholangiopancreatograph; Endo cholangiopancreatograph; Ercp remove duct calculi; Ercp ea duct/ampulla dilate; Ercp lesion ablate w/dilate; Lap rmvl gastr adj device; Lap rmvl gastr adj all parts; Repair stomach opening; Esophag muc integ w/eso egd; Esd endoscopy or colonoscopy,"$3,648.96 "
5311,44385; 44386; 44388; 44390; 44408; 45300; 45330; 45331; 45333; 45335; 45337; 45341; 45378; 45399; 45520; 45900; 45999; 46050; 46221; 46500; 46608; 46611; 46942; 46999; 91113; C9725; G0104; G0105; G0121; G0455,Endoscopy of bowel pouch; Endoscopy bowel pouch/biop; Colonoscopy thru stoma spx; Colonoscopy for foreign body; Colonoscopy w/decompression; Proctosigmoidoscopy dx; Diagnostic sigmoidoscopy; Sigmoidoscopy and biopsy; Sigmoidoscopy & polypectomy; Sigmoidoscopy w/submuc inj; Sigmoidoscopy & decompress; Sigmoidoscopy w/ultrasound; Diagnostic colonoscopy; Unlisted procedure colon; Treatment of rectal prolapse; Reduction of rectal prolapse; Unlisted procedure rectum; Incision of anal abscess; Ligation of hemorrhoid(s); Injection into hemorrhoid(s); Anoscopy remove for body; Anoscopy; Treatment of anal fissure; Unlisted procedure anus; Gi trc img intral colon i&r; Place endorectal app; Ca screen;flexi sigmoidscope; Colorectal scrn; hi risk ind; Colon ca scrn not hi rsk ind; Fecal microbiota prep instil,$870.81 
5312,44389; 44391; 44392; 44394; 44401; 44403; 44404; 44405; 44406; 44407; 45000; 45005; 45150; 45303; 45305; 45309; 45315; 45317; 45332; 45334; 45338; 45340; 45342; 45346; 45350; 45379; 45380; 45381; 45382; 45384; 45385; 45386; 45388; 45391; 45392; 45393; 45398; 45905; 45910; 45915; 46030; 46040; 46220; 46320; 46505; 46604; 46606; 46607; 46614; 46930; 49442,Colonoscopy with biopsy; Colonoscopy for bleeding; Colonoscopy & polypectomy; Colonoscopy w/snare; Colonoscopy with ablation; Colonoscopy w/resection; Colonoscopy w/injection; Colonoscopy w/dilation; Colonoscopy w/ultrasound; Colonoscopy w/ndl aspir/bx; Drainage of pelvic abscess; Drainage of rectal abscess; Excision of rectal stricture; Proctosigmoidoscopy dilate; Proctosigmoidoscopy w/bx; Proctosigmoidoscopy removal; Proctosigmoidoscopy removal; Proctosigmoidoscopy bleed; Sigmoidoscopy w/fb removal; Sigmoidoscopy for bleeding; Sigmoidoscopy w/tumr remove; Sig w/tndsc balloon dilation; Sigmoidoscopy w/us guide bx; Sigmoidoscopy w/ablation; Sgmdsc w/band ligation; Colonoscopy w/fb removal; Colonoscopy and biopsy; Colonoscopy submucous njx; Colonoscopy w/control bleed; Colonoscopy w/lesion removal; Colonoscopy w/lesion removal; Colonoscopy w/balloon dilat; Colonoscopy w/ablation; Colonoscopy w/endoscope us; Colonoscopy w/endoscopic fnb; Colonoscopy w/decompression; Colonoscopy w/band ligation; Dilation of anal sphincter; Dilation of rectal narrowing; Remove rectal obstruction; Removal of rectal marker; Incision of rectal abscess; Excise anal ext tag/papilla; Removal of hemorrhoid clot; Chemodenervation anal musc; Anoscopy and dilation; Anoscopy and biopsy; Diagnostic anoscopy & biopsy; Anoscopy control bleeding; Destroy internal hemorrhoids; Place cecostomy tube perc,"$1,124.36 "
5313,45020; 45100; 45108; 45160; 45171; 45172; 45190; 45307; 45308; 45320; 45321; 45349; 45390; 45500; 45505; 45541; 45560; 45990; 46020; 46045; 46060; 46070; 46080; 46200; 46230; 46250; 46255; 46257; 46258; 46260; 46261; 46262; 46270; 46275; 46280; 46285; 46288; 46610; 46612; 46615; 46700; 46706; 46707; 46750; 46753; 46754; 46760; 46761; 46917; 46922; 46924; 46940; 46945; 46946; 46947; 46948,Drainage of rectal abscess; Biopsy of rectum; Removal of anorectal lesion; Excision of rectal lesion; Exc rect tum transanal part; Exc rect tum transanal full; Destruction rectal tumor; Proctosigmoidoscopy fb; Proctosigmoidoscopy removal; Proctosigmoidoscopy ablate; Proctosigmoidoscopy volvul; Sigmoidoscopy w/resection; Colonoscopy w/resection; Repair of rectum; Repair of rectum; Correct rectal prolapse; Repair of rectocele; Surg dx exam anorectal; Placement of seton; Incision of rectal abscess; Incision of rectal abscess; Incision of anal septum; Incision of anal sphincter; Removal of anal fissure; Removal of anal tags; Remove ext hem groups 2+; Remove int/ext hem 1 group; Remove in/ex hem grp & fiss; Remove in/ex hem grp w/fistu; Remove in/ex hem groups 2+; Remove in/ex hem grps & fiss; Remove in/ex hem grps w/fist; Remove anal fist subq; Remove anal fist inter; Remove anal fist complex; Remove anal fist 2 stage; Repair anal fistula; Anoscopy remove lesion; Anoscopy remove lesions; Anoscopy; Repair of anal stricture; Repr of anal fistula w/glue; Repair anorectal fist w/plug; Repair of anal sphincter; Reconstruction of anus; Removal of suture from anus; Repair of anal sphincter; Repair of anal sphincter; Laser surgery anal lesions; Excision of anal lesion(s); Destruction anal lesion(s); Treatment of anal fissure; Int hrhc lig 1 hroid w/o img; Int hrhc lig 2+hroid w/o img; Hemorrhoidopexy by stapling; Int hrhc tranal dartlzj 2+,"$2,675.24 "
