HCPCS Code,Short Descriptor,APC,Payment Rate
24136,Sequestrectomy radial h/n,5113,"$3,084.03 "
24138,Sequestrectomy olecrn proces,5114,"$6,816.33 "
24140,Partial exc bone humerus,5113,"$3,084.03 "
24145,Prtl exc bone radial h/n,5114,"$6,816.33 "
24147,Prtl exc bone olecrn process,5113,"$3,084.03 "
24149,Radical resection of elbow,5114,"$6,816.33 "
24150,Rad rescj tum dstl/shft hum,5114,"$6,816.33 "
24152,Rad resection tum radial h/n,5114,"$6,816.33 "
24155,Resection of elbow joint,5113,"$3,084.03 "
24160,Rmvl prosthhumrl&ulnar cmpnt,5113,"$3,084.03 "
24164,Removal prosth radial head,5113,"$3,084.03 "
24200,Rmvl fb upper arm/elbw subq,5072,"$1,544.75 "
24201,Rmvl fb upper arm/elbw deep,5073,"$2,707.35 "
24220,Injection px for elbow arthg,,
24300,Mnpj elbow under anes,5112,"$1,531.33 "
24301,Musc/tdn transfer upr a/e 1,5114,"$6,816.33 "
24305,Tendon lngth upr a/e ea tdn,5113,"$3,084.03 "
24310,Tnot opn elbw to sho ea tdn,5113,"$3,084.03 "
24320,Tenoplasty elbow to sho 1,5114,"$6,816.33 "
24330,Flexor-plasty elbow,5114,"$6,816.33 "
24331,Flexor-plasty elbw w/advmnt,5114,"$6,816.33 "
24332,Tenolysis triceps,5113,"$3,084.03 "
24340,Tenodesis biceps tdn at elbw,5114,"$6,816.33 "
24341,Rpr tdn/musc upr a/e each,5114,"$6,816.33 "
24342,Repair of ruptured tendon,5114,"$6,816.33 "
24343,Repr elbow lat ligmnt w/tiss,5113,"$3,084.03 "
24344,Reconstruct elbow lat ligmnt,5114,"$6,816.33 "
24345,Repr elbw med ligmnt w/tissu,5114,"$6,816.33 "
24346,Reconstruct elbow med ligmnt,5115,"$12,539.82 "
24357,Repair elbow perc,5113,"$3,084.03 "
24358,Repair elbow w/deb open,5113,"$3,084.03 "
24359,Repair elbow deb/attch open,5113,"$3,084.03 "
24360,Reconstruct elbow joint,5114,"$6,816.33 "
24361,Reconstruct elbow joint,5116,"$17,756.28 "
24362,Reconstruct elbow joint,5115,"$12,539.82 "
24363,Replace elbow joint,5116,"$17,756.28 "
24365,Reconstruct head of radius,5115,"$12,539.82 "
24366,Reconstruct head of radius,5115,"$12,539.82 "
24370,Revise reconst elbow joint,5115,"$12,539.82 "
24371,Revise reconst elbow joint,5116,"$17,756.28 "
24400,Revision of humerus,5114,"$6,816.33 "
24410,Revision of humerus,5115,"$12,539.82 "
24420,Revision of humerus,5114,"$6,816.33 "
24430,Repair of humerus,5115,"$12,539.82 "
24435,Repair humerus with graft,5115,"$12,539.82 "
24470,Revision of elbow joint,5113,"$3,084.03 "
24495,Decompression of forearm,5114,"$6,816.33 "
24498,Reinforce humerus,5115,"$12,539.82 "
24500,Treat humerus fracture,5111,$224.69 
24505,Treat humerus fracture,5112,"$1,531.33 "
24515,Treat humerus fracture,5115,"$12,539.82 "
24516,Treat humerus fracture,5115,"$12,539.82 "
24530,Treat humerus fracture,5111,$224.69 
24535,Treat humerus fracture,5112,"$1,531.33 "
24538,Treat humerus fracture,5114,"$6,816.33 "
24545,Treat humerus fracture,5115,"$12,539.82 "
24546,Treat humerus fracture,5115,"$12,539.82 "
24560,Treat humerus fracture,5111,$224.69 
24565,Treat humerus fracture,5112,"$1,531.33 "
24566,Treat humerus fracture,5112,"$1,531.33 "
24575,Treat humerus fracture,5115,"$12,539.82 "
24576,Treat humerus fracture,5111,$224.69 
24577,Treat humerus fracture,5112,"$1,531.33 "
24579,Treat humerus fracture,5115,"$12,539.82 "
24582,Treat humerus fracture,5114,"$6,816.33 "
24586,Treat elbow fracture,5115,"$12,539.82 "
24587,Treat elbow fracture,5115,"$12,539.82 "
24600,Treat elbow dislocation,5111,$224.69 
24605,Treat elbow dislocation,5112,"$1,531.33 "
24615,Treat elbow dislocation,5114,"$6,816.33 "
24620,Treat elbow fracture,5112,"$1,531.33 "
24635,Treat elbow fracture,5114,"$6,816.33 "
24640,Treat elbow dislocation,5111,$224.69 
24650,Treat radius fracture,5111,$224.69 
24655,Treat radius fracture,5112,"$1,531.33 "
24665,Treat radius fracture,5114,"$6,816.33 "
24666,Treat radius fracture,5115,"$12,539.82 "
24670,Treat ulnar fracture,5111,$224.69 
24675,Treat ulnar fracture,5112,"$1,531.33 "
24685,Treat ulnar fracture,5114,"$6,816.33 "
24800,Fusion of elbow joint,5114,"$6,816.33 "
24802,Fusion/graft of elbow joint,5115,"$12,539.82 "
24900,Amputation of upper arm,,
24920,Amputation of upper arm,,
24925,Amputation follow-up surgery,5113,"$3,084.03 "
24930,Amputation follow-up surgery,,
24931,Amputate upper arm & implant,,
24935,Revision of amputation,5114,"$6,816.33 "
24940,Revision of upper arm,,
24999,Unlisted px humerus/elbow,5111,$224.69 
25000,Incision of tendon sheath,5112,"$1,531.33 "
25001,Incise flexor carpi radialis,5113,"$3,084.03 "
25020,Decompress forearm 1 space,5112,"$1,531.33 "
25023,Decompress forearm 1 space,5113,"$3,084.03 "
25024,Decompress forearm 2 spaces,5113,"$3,084.03 "
25025,Decompress forearm 2 spaces,5112,"$1,531.33 "
25028,Drainage of forearm lesion,5113,"$3,084.03 "
25031,Drainage of forearm bursa,5112,"$1,531.33 "
25035,Treat forearm bone lesion,5114,"$6,816.33 "
25040,Explore/treat wrist joint,5113,"$3,084.03 "
25065,Biopsy forearm soft tissues,5072,"$1,544.75 "
25066,Biopsy forearm soft tissues,5073,"$2,707.35 "
25071,Exc forearm les sc 3 cm/>,5072,"$1,544.75 "
25073,Exc forearm tum deep 3 cm/>,5073,"$2,707.35 "
25075,Exc forearm les sc < 3 cm,5072,"$1,544.75 "
25076,Exc forearm tum deep < 3 cm,5072,"$1,544.75 "
25077,Resect forearm/wrist tum<3cm,5073,"$2,707.35 "
25078,Resect forarm/wrist tum 3cm>,5073,"$2,707.35 "
25085,Incision of wrist capsule,5113,"$3,084.03 "
25100,Biopsy of wrist joint,5113,"$3,084.03 "
25101,Explore/treat wrist joint,5113,"$3,084.03 "
25105,Remove wrist joint lining,5113,"$3,084.03 "
25107,Remove wrist joint cartilage,5113,"$3,084.03 "
25109,Excise tendon forearm/wrist,5113,"$3,084.03 "
25110,Remove wrist tendon lesion,5112,"$1,531.33 "
25111,Remove wrist tendon lesion,5112,"$1,531.33 "
25112,Reremove wrist tendon lesion,5112,"$1,531.33 "
25115,Remove wrist/forearm lesion,5112,"$1,531.33 "
25116,Remove wrist/forearm lesion,5113,"$3,084.03 "
25118,Excise wrist tendon sheath,5112,"$1,531.33 "
25119,Partial removal of ulna,5113,"$3,084.03 "
25120,Removal of forearm lesion,5113,"$3,084.03 "
25125,Remove/graft forearm lesion,5112,"$1,531.33 "
25126,Remove/graft forearm lesion,5113,"$3,084.03 "
25130,Removal of wrist lesion,5113,"$3,084.03 "
25135,Remove & graft wrist lesion,5114,"$6,816.33 "
25136,Remove & graft wrist lesion,5114,"$6,816.33 "
25145,Remove forearm bone lesion,5113,"$3,084.03 "
25150,Partial removal of ulna,5113,"$3,084.03 "
25151,Partial removal of radius,5113,"$3,084.03 "
25170,Resect radius/ulnar tumor,5114,"$6,816.33 "
25210,Removal of wrist bone,5113,"$3,084.03 "
25215,Removal of wrist bones,5113,"$3,084.03 "
25230,Partial removal of radius,5113,"$3,084.03 "
25240,Partial removal of ulna,5113,"$3,084.03 "
25246,Injection for wrist x-ray,,
25248,Remove forearm foreign body,5112,"$1,531.33 "
25250,Removal of wrist prosthesis,5112,"$1,531.33 "
25251,Removal of wrist prosthesis,5113,"$3,084.03 "
25259,Manipulate wrist w/anesthes,5112,"$1,531.33 "
25260,Repair forearm tendon/muscle,5113,"$3,084.03 "
25263,Repair forearm tendon/muscle,5114,"$6,816.33 "
25265,Repair forearm tendon/muscle,5113,"$3,084.03 "
25270,Repair forearm tendon/muscle,5113,"$3,084.03 "
25272,Repair forearm tendon/muscle,5113,"$3,084.03 "
25274,Repair forearm tendon/muscle,5113,"$3,084.03 "
25275,Repair forearm tendon sheath,5113,"$3,084.03 "
25280,Revise wrist/forearm tendon,5113,"$3,084.03 "
25290,Incise wrist/forearm tendon,5113,"$3,084.03 "
25295,Release wrist/forearm tendon,5113,"$3,084.03 "
25300,Fusion of tendons at wrist,5113,"$3,084.03 "
25301,Fusion of tendons at wrist,5113,"$3,084.03 "
25310,Transplant forearm tendon,5113,"$3,084.03 "
25312,Transplant forearm tendon,5113,"$3,084.03 "
25315,Revise palsy hand tendon(s),5114,"$6,816.33 "
25316,Revise palsy hand tendon(s),5114,"$6,816.33 "
25320,Repair/revise wrist joint,5114,"$6,816.33 "
25332,Revise wrist joint,5113,"$3,084.03 "
25335,Realignment of hand,5113,"$3,084.03 "
25337,Reconstruct ulna/radioulnar,5114,"$6,816.33 "
25350,Revision of radius,5114,"$6,816.33 "
25355,Revision of radius,5113,"$3,084.03 "
25360,Revision of ulna,5114,"$6,816.33 "
25365,Revise radius & ulna,5115,"$12,539.82 "
25370,Revise radius or ulna,5113,"$3,084.03 "
25375,Revise radius & ulna,5113,"$3,084.03 "
25390,Shorten radius or ulna,5114,"$6,816.33 "
25391,Lengthen radius or ulna,5115,"$12,539.82 "
25392,Shorten radius & ulna,5114,"$6,816.33 "
25393,Lengthen radius & ulna,5114,"$6,816.33 "
25394,Repair carpal bone shorten,5113,"$3,084.03 "
25400,Repair radius or ulna,5114,"$6,816.33 "
25405,Repair/graft radius or ulna,5114,"$6,816.33 "
25415,Repair radius & ulna,5114,"$6,816.33 "
25420,Repair/graft radius & ulna,5114,"$6,816.33 "
25425,Repair/graft radius or ulna,5114,"$6,816.33 "
25426,Repair/graft radius & ulna,5113,"$3,084.03 "
25430,Vasc graft into carpal bone,5113,"$3,084.03 "
25431,Repair nonunion carpal bone,5114,"$6,816.33 "
25440,Repair/graft wrist bone,5114,"$6,816.33 "
25441,Reconstruct wrist joint,5115,"$12,539.82 "
25442,Reconstruct wrist joint,5116,"$17,756.28 "
25443,Reconstruct wrist joint,5114,"$6,816.33 "
25444,Reconstruct wrist joint,5115,"$12,539.82 "
25445,Reconstruct wrist joint,5114,"$6,816.33 "
25446,Wrist replacement,5116,"$17,756.28 "
25447,Repair wrist joints,5113,"$3,084.03 "
25449,Remove wrist joint implant,5114,"$6,816.33 "
25450,Revision of wrist joint,5113,"$3,084.03 "
25455,Revision of wrist joint,5113,"$3,084.03 "
25490,Reinforce radius,5114,"$6,816.33 "
25491,Reinforce ulna,5115,"$12,539.82 "
25492,Reinforce radius and ulna,5113,"$3,084.03 "
25500,Treat fracture of radius,5111,$224.69 
25505,Treat fracture of radius,5112,"$1,531.33 "
25515,Treat fracture of radius,5114,"$6,816.33 "
25520,Treat fracture of radius,5112,"$1,531.33 "
25525,Treat fracture of radius,5114,"$6,816.33 "
25526,Treat fracture of radius,5114,"$6,816.33 "
25530,Treat fracture of ulna,5111,$224.69 
25535,Treat fracture of ulna,5111,$224.69 
25545,Treat fracture of ulna,5114,"$6,816.33 "
25560,Treat fracture radius & ulna,5111,$224.69 
25565,Treat fracture radius & ulna,5112,"$1,531.33 "
25574,Treat fracture radius & ulna,5114,"$6,816.33 "
25575,Treat fracture radius/ulna,5114,"$6,816.33 "
25600,Treat fracture radius/ulna,5111,$224.69 
25605,Treat fracture radius/ulna,5112,"$1,531.33 "
25606,Treat fx distal radial,5113,"$3,084.03 "
25607,Treat fx rad extra-articul,5114,"$6,816.33 "
25608,Treat fx rad intra-articul,5114,"$6,816.33 "
25609,Treat fx radial 3+ frag,5114,"$6,816.33 "
25622,Treat wrist bone fracture,5111,$224.69 
25624,Treat wrist bone fracture,5112,"$1,531.33 "
25628,Treat wrist bone fracture,5114,"$6,816.33 "
25630,Treat wrist bone fracture,5111,$224.69 
25635,Treat wrist bone fracture,5112,"$1,531.33 "
25645,Treat wrist bone fracture,5113,"$3,084.03 "
25650,Treat wrist bone fracture,5111,$224.69 
25651,Pin ulnar styloid fracture,5113,"$3,084.03 "
25652,Treat fracture ulnar styloid,5114,"$6,816.33 "
25660,Treat wrist dislocation,5111,$224.69 
25670,Treat wrist dislocation,5114,"$6,816.33 "
25671,Pin radioulnar dislocation,5113,"$3,084.03 "
25675,Treat wrist dislocation,5111,$224.69 
25676,Treat wrist dislocation,5114,"$6,816.33 "
25680,Treat wrist fracture,5111,$224.69 
25685,Treat wrist fracture,5114,"$6,816.33 "
25690,Treat wrist dislocation,5112,"$1,531.33 "
25695,Treat wrist dislocation,5114,"$6,816.33 "
25800,Fusion of wrist joint,5114,"$6,816.33 "
25805,Fusion/graft of wrist joint,5114,"$6,816.33 "
25810,Fusion/graft of wrist joint,5115,"$12,539.82 "
25820,Fusion of hand bones,5114,"$6,816.33 "
25825,Fuse hand bones with graft,5114,"$6,816.33 "
25830,Fusion radioulnar jnt/ulna,5114,"$6,816.33 "
25900,Amputation of forearm,,
25905,Amputation of forearm,,
25907,Amputation follow-up surgery,5113,"$3,084.03 "
25909,Amputation follow-up surgery,5114,"$6,816.33 "
25915,Amputation of forearm,,
25920,Amputate hand at wrist,,
25922,Amputate hand at wrist,5112,"$1,531.33 "
25924,Amputation follow-up surgery,,
25927,Amputation of hand,,
25929,Amputation follow-up surgery,5054,"$1,737.53 "
25931,Amputation follow-up surgery,5113,"$3,084.03 "
25999,Unlisted px forearm/wrist,5111,$224.69 
26010,Drainage of finger abscess,5051,$190.75 
26011,Drainage of finger abscess,5072,"$1,544.75 "
26020,Drain hand tendon sheath,5113,"$3,084.03 "
26025,Drainage of palm bursa,5113,"$3,084.03 "
26030,Drainage of palm bursas,5113,"$3,084.03 "
26034,Treat hand bone lesion,5112,"$1,531.33 "
26035,Decompress fingers/hand,5113,"$3,084.03 "
26037,Decompress fingers/hand,5113,"$3,084.03 "
26040,Release palm contracture,5112,"$1,531.33 "
26045,Release palm contracture,5113,"$3,084.03 "
26055,Incise finger tendon sheath,5112,"$1,531.33 "
26060,Incision of finger tendon,5112,"$1,531.33 "
26070,Explore/treat hand joint,5112,"$1,531.33 "
26075,Explore/treat finger joint,5113,"$3,084.03 "
26080,Explore/treat finger joint,5112,"$1,531.33 "
26100,Biopsy hand joint lining,5113,"$3,084.03 "
26105,Biopsy finger joint lining,5113,"$3,084.03 "
26110,Biopsy finger joint lining,5112,"$1,531.33 "
26111,Exc hand les sc 1.5 cm/>,5072,"$1,544.75 "
26113,Exc hand tum deep 1.5 cm/>,5072,"$1,544.75 "
26115,Exc hand les sc < 1.5 cm,5072,"$1,544.75 "
26116,Exc hand tum deep < 1.5 cm,5072,"$1,544.75 "
26117,Rad resect hand tumor < 3 cm,5073,"$2,707.35 "
26118,Rad resect hand tumor 3 cm/>,5073,"$2,707.35 "
26121,Release palm contracture,5113,"$3,084.03 "
26123,Release palm contracture,5113,"$3,084.03 "
26125,Release palm contracture,,
26130,Remove wrist joint lining,5113,"$3,084.03 "
26135,Revise finger joint each,5113,"$3,084.03 "
26140,Revise finger joint each,5112,"$1,531.33 "
26145,Tendon excision palm/finger,5112,"$1,531.33 "
26160,Remove tendon sheath lesion,5112,"$1,531.33 "
26170,Removal of palm tendon each,5112,"$1,531.33 "
26180,Removal of finger tendon,5112,"$1,531.33 "
26185,Remove finger bone,5112,"$1,531.33 "
26200,Remove hand bone lesion,5112,"$1,531.33 "
26205,Remove/graft bone lesion,5114,"$6,816.33 "
26210,Removal of finger lesion,5112,"$1,531.33 "
26215,Remove/graft finger lesion,5113,"$3,084.03 "
26230,Partial removal of hand bone,5113,"$3,084.03 "
26235,Partial removal finger bone,5112,"$1,531.33 "
26236,Partial removal finger bone,5112,"$1,531.33 "
26250,Extensive hand surgery,5113,"$3,084.03 "
26260,Resect prox finger tumor,5113,"$3,084.03 "
26262,Resect distal finger tumor,5112,"$1,531.33 "
26320,Removal of implant from hand,5072,"$1,544.75 "
26340,Manipulate finger w/anesth,5112,"$1,531.33 "
26341,Manipulat palm cord post inj,5111,$224.69 
26350,Repair finger/hand tendon,5113,"$3,084.03 "
26352,Repair/graft hand tendon,5114,"$6,816.33 "
26356,Repair finger/hand tendon,5113,"$3,084.03 "
26357,Repair finger/hand tendon,5113,"$3,084.03 "
26358,Repair/graft hand tendon,5114,"$6,816.33 "
26370,Repair finger/hand tendon,5113,"$3,084.03 "
26372,Repair/graft hand tendon,5114,"$6,816.33 "
26373,Repair finger/hand tendon,5113,"$3,084.03 "
26390,Revise hand/finger tendon,5114,"$6,816.33 "
26392,Repair/graft hand tendon,5114,"$6,816.33 "
26410,Repair hand tendon,5112,"$1,531.33 "
26412,Repair/graft hand tendon,5113,"$3,084.03 "
26415,Excision hand/finger tendon,5113,"$3,084.03 "
26416,Graft hand or finger tendon,5113,"$3,084.03 "
26418,Repair finger tendon,5112,"$1,531.33 "
26420,Repair/graft finger tendon,5113,"$3,084.03 "
26426,Repair finger/hand tendon,5113,"$3,084.03 "
26428,Repair/graft finger tendon,5113,"$3,084.03 "
26432,Repair finger tendon,5112,"$1,531.33 "
26433,Repair finger tendon,5113,"$3,084.03 "
26434,Repair/graft finger tendon,5113,"$3,084.03 "
26437,Realignment of tendons,5113,"$3,084.03 "
26440,Release palm/finger tendon,5112,"$1,531.33 "
26442,Release palm & finger tendon,5113,"$3,084.03 "
26445,Release hand/finger tendon,5113,"$3,084.03 "
26449,Release forearm/hand tendon,5113,"$3,084.03 "
26450,Incision of palm tendon,5113,"$3,084.03 "
26455,Incision of finger tendon,5112,"$1,531.33 "
26460,Incise hand/finger tendon,5112,"$1,531.33 "
26471,Fusion of finger tendons,5113,"$3,084.03 "
26474,Fusion of finger tendons,5112,"$1,531.33 "
26476,Tendon lengthening,5113,"$3,084.03 "
26477,Tendon shortening,5113,"$3,084.03 "
26478,Lengthening of hand tendon,5113,"$3,084.03 "
26479,Shortening of hand tendon,5113,"$3,084.03 "
26480,Transplant hand tendon,5113,"$3,084.03 "
26483,Transplant/graft hand tendon,5113,"$3,084.03 "
26485,Transplant palm tendon,5113,"$3,084.03 "
26489,Transplant/graft palm tendon,5113,"$3,084.03 "
26490,Revise thumb tendon,5113,"$3,084.03 "
26492,Tendon transfer with graft,5113,"$3,084.03 "
26494,Hand tendon/muscle transfer,5113,"$3,084.03 "
26496,Revise thumb tendon,5113,"$3,084.03 "
26497,Finger tendon transfer,5113,"$3,084.03 "
26498,Finger tendon transfer,5113,"$3,084.03 "
26499,Revision of finger,5113,"$3,084.03 "
26500,Hand tendon reconstruction,5114,"$6,816.33 "
26502,Hand tendon reconstruction,5113,"$3,084.03 "
26508,Release thumb contracture,5113,"$3,084.03 "
26510,Thumb tendon transfer,5113,"$3,084.03 "
26516,Fusion of knuckle joint,5113,"$3,084.03 "
26517,Fusion of knuckle joints,5113,"$3,084.03 "
26518,Fusion of knuckle joints,5114,"$6,816.33 "
26520,Release knuckle contracture,5113,"$3,084.03 "
26525,Release finger contracture,5112,"$1,531.33 "
26530,Revise knuckle joint,5114,"$6,816.33 "
26531,Revise knuckle with implant,5114,"$6,816.33 "
26535,Revise finger joint,5113,"$3,084.03 "
26536,Revise/implant finger joint,5114,"$6,816.33 "
26540,Repair hand joint,5113,"$3,084.03 "
26541,Repair hand joint with graft,5113,"$3,084.03 "
26542,Repair hand joint with graft,5113,"$3,084.03 "
26545,Reconstruct finger joint,5113,"$3,084.03 "
26546,Repair nonunion hand,5114,"$6,816.33 "
26548,Reconstruct finger joint,5113,"$3,084.03 "
26550,Construct thumb replacement,5113,"$3,084.03 "
26551,Great toe-hand transfer,,
26553,Single transfer toe-hand,,
26554,Double transfer toe-hand,,
26555,Positional change of finger,5114,"$6,816.33 "
26556,Toe joint transfer,,
26560,Repair of web finger,5112,"$1,531.33 "
26561,Repair of web finger,5113,"$3,084.03 "
26562,Repair of web finger,5113,"$3,084.03 "
26565,Correct metacarpal flaw,5113,"$3,084.03 "
26567,Correct finger deformity,5113,"$3,084.03 "
26568,Lengthen metacarpal/finger,5114,"$6,816.33 "
26580,Repair hand deformity,5113,"$3,084.03 "
26587,Reconstruct extra finger,5113,"$3,084.03 "
26590,Repair finger deformity,5112,"$1,531.33 "
26591,Repair muscles of hand,5113,"$3,084.03 "
26593,Release muscles of hand,5113,"$3,084.03 "
26596,Excision constricting tissue,5113,"$3,084.03 "
26600,Treat metacarpal fracture,5111,$224.69 
26605,Treat metacarpal fracture,5111,$224.69 
26607,Treat metacarpal fracture,5113,"$3,084.03 "
26608,Treat metacarpal fracture,5113,"$3,084.03 "
26615,Treat metacarpal fracture,5113,"$3,084.03 "
26641,Treat thumb dislocation,5111,$224.69 
26645,Treat thumb fracture,5112,"$1,531.33 "
26650,Treat thumb fracture,5113,"$3,084.03 "
26665,Treat thumb fracture,5113,"$3,084.03 "
26670,Treat hand dislocation,5111,$224.69 
26675,Treat hand dislocation,5112,"$1,531.33 "
26676,Pin hand dislocation,5113,"$3,084.03 "
26685,Treat hand dislocation,5113,"$3,084.03 "
26686,Treat hand dislocation,5113,"$3,084.03 "
26700,Treat knuckle dislocation,5111,$224.69 
26705,Treat knuckle dislocation,5112,"$1,531.33 "
26706,Pin knuckle dislocation,5113,"$3,084.03 "
26715,Treat knuckle dislocation,5113,"$3,084.03 "
26720,Treat finger fracture each,5111,$224.69 
26725,Treat finger fracture each,5111,$224.69 
26727,Treat finger fracture each,5113,"$3,084.03 "
26735,Treat finger fracture each,5113,"$3,084.03 "
26740,Treat finger fracture each,5111,$224.69 
26742,Treat finger fracture each,5112,"$1,531.33 "
26746,Treat finger fracture each,5113,"$3,084.03 "
26750,Treat finger fracture each,5111,$224.69 
26755,Treat finger fracture each,5111,$224.69 
26756,Pin finger fracture each,5113,"$3,084.03 "
26765,Treat finger fracture each,5113,"$3,084.03 "
26770,Treat finger dislocation,5111,$224.69 
26775,Treat finger dislocation,5102,$255.88 
26776,Pin finger dislocation,5113,"$3,084.03 "
26785,Treat finger dislocation,5113,"$3,084.03 "
26820,Thumb fusion with graft,5114,"$6,816.33 "
26841,Fusion of thumb,5114,"$6,816.33 "
26842,Thumb fusion with graft,5114,"$6,816.33 "
26843,Fusion of hand joint,5114,"$6,816.33 "
